PacketID,SourceNode,GenerationTime,ReceptionTime,Delay_s
32532,30,254648,255436,788.316
32541,55,254648,255436,788.306
32550,75,254648,255436,788.296
32579,49,254648,255436,788.186
32497,27,254647,255436,789.526
32517,2,254648,255436,788.326
32527,4,254648,255436,788.316
32536,22,254648,255436,788.306
32545,35,254648,255436,788.296
32554,38,254648,255436,788.286
32560,48,254648,255436,788.276
32566,50,254648,255436,788.266
32581,28,254648,255436,788.156
32414,38,253873,255436,1563.53
32418,44,253873,255436,1563.53
32421,48,253873,255436,1563.53
32519,65,254648,255436,788.326
32529,66,254648,255436,788.316
32538,89,254648,255436,788.306
32547,99,254648,255436,788.296
32578,33,254648,255436,788.186
32417,42,253873,255436,1563.53
32520,5,254648,255436,788.326
32530,6,254648,255436,788.316
32539,12,254648,255436,788.306
32548,53,254648,255436,788.296
32555,60,254648,255436,788.286
32561,71,254648,255436,788.276
32567,84,254648,255436,788.266
32582,42,254648,255436,788.156
32419,45,253873,255436,1563.53
32613,4,255422,256214,791.926
32624,27,255422,256214,791.916
32634,28,255422,256214,791.906
32642,38,255422,256214,791.896
32649,50,255422,256214,791.886
32676,2,255422,256214,791.776
32591,22,255421,256214,793.126
32616,10,255422,256214,791.926
32627,42,255422,256214,791.916
32637,45,255422,256214,791.906
32645,54,255422,256214,791.896
32652,63,255422,256214,791.886
32658,77,255422,256214,791.876
32663,92,255422,256214,791.866
32668,94,255422,256214,791.856
32680,16,255422,256214,791.746
32615,23,255422,256214,791.926
32626,37,255422,256214,791.916
32636,39,255422,256214,791.906
32644,56,255422,256214,791.896
32651,62,255422,256214,791.886
32657,73,255422,256214,791.876
32662,78,255422,256214,791.866
32667,81,255422,256214,791.856
32670,82,255422,256214,791.846
32671,88,255422,256214,791.836
32682,11,255422,256214,791.726
32614,0,255422,256214,791.926
32625,8,255422,256214,791.916
32635,15,255422,256214,791.906
32643,36,255422,256214,791.896
32650,51,255422,256214,791.886
32656,61,255422,256214,791.876
32661,67,255422,256214,791.866
32666,69,255422,256214,791.856
32669,93,255422,256214,791.846
32681,9,255422,256214,791.736
32586,1,255421,256214,793.126
32589,20,255421,256214,793.126
32617,34,255422,256214,791.926
32628,97,255422,256214,791.916
32673,17,255422,256214,791.806
32587,13,255421,256214,793.126
32596,32,255421,256214,793.126
32594,29,255421,256214,793.126
32590,21,255421,256214,793.126
32592,24,255421,256214,793.126
32593,25,255421,256214,793.126
32500,36,254647,256214,1567.13
32416,40,253873,256214,2341.13
32501,40,254647,256214,1567.13
32598,40,255421,256214,793.126
32311,62,253099,256214,3115.13
32599,43,255421,256214,793.126
32194,46,252325,256214,3889.13
32420,46,253873,256214,2341.13
32521,13,254648,256214,1565.93
32531,43,254648,256214,1565.92
32540,68,254648,256214,1565.91
32549,79,254648,256214,1565.9
32556,87,254648,256214,1565.89
32562,91,254648,256214,1565.88
32580,46,254648,256214,1565.77
32600,46,255421,256214,793.126
32429,58,253873,256214,2341.13
32620,33,255422,256214,791.926
32630,41,255422,256214,791.916
32639,59,255422,256214,791.906
32647,66,255422,256214,791.896
32654,79,255422,256214,791.886
32660,89,255422,256214,791.876
32665,99,255422,256214,791.866
32679,58,255422,256214,791.756
32597,35,255421,256214,793.126
32618,48,255422,256214,791.926
32672,44,255422,256214,791.816
32423,50,253873,256214,2341.13
32425,53,253873,256214,2341.13
32588,14,255421,256214,793.126
32595,30,255421,256214,793.126
32601,49,255421,256214,793.126
32683,1,256195,256962,767.281
32727,3,256196,256962,766.081
32734,8,256196,256962,766.071
32740,9,256196,256962,766.061
32746,61,256196,256962,766.051
32752,86,256196,256962,766.041
32758,93,256196,256962,766.031
32775,0,256196,256962,765.921
32686,7,256195,256962,767.281
32684,5,256195,256962,767.281
32685,6,256195,256962,767.281
32687,10,256195,256962,767.281
32688,12,256195,256962,767.281
32689,14,256195,256962,767.281
32694,26,256195,256962,767.281
32695,30,256195,256962,767.281
32691,16,256195,256962,767.281
32692,17,256195,256962,767.281
32728,21,256196,256962,766.081
32735,24,256196,256962,766.071
32741,29,256196,256962,766.061
32747,36,256196,256962,766.051
32753,39,256196,256962,766.041
32759,40,256196,256962,766.031
32764,80,256196,256962,766.021
32767,81,256196,256962,766.011
32769,96,256196,256962,766.001
32779,20,256196,256962,765.891
32690,15,256195,256962,767.281
32696,31,256195,256962,767.281
32700,42,256195,256962,767.281
32693,22,256195,256962,767.281
32698,35,256195,256962,767.281
32701,45,256195,256962,767.281
32704,49,256195,256962,767.281
32706,53,256195,256962,767.281
32703,48,256195,256962,767.281
32730,2,256196,256962,766.081
32737,4,256196,256962,766.071
32743,27,256196,256962,766.061
32749,28,256196,256962,766.051
32755,38,256196,256962,766.041
32761,44,256196,256962,766.031
32776,50,256196,256962,765.921
32697,32,256195,256962,767.281
32699,37,256195,256962,767.281
32804,2,256970,257734,763.896
32815,5,256970,257734,763.886
32826,27,256970,257734,763.876
32834,28,256970,257734,763.866
32841,35,256970,257734,763.856
32847,44,256970,257734,763.846
32852,48,256970,257734,763.836
32856,50,256970,257734,763.826
32860,53,256970,257734,763.816
32863,84,256970,257734,763.806
32876,4,256970,257734,763.696
32805,12,256970,257734,763.896
32816,42,256970,257734,763.886
32827,49,256970,257734,763.876
32835,60,256970,257734,763.866
32842,71,256970,257734,763.856
32873,6,256970,257734,763.746
32782,7,256969,257734,765.096
32781,0,256969,257734,765.096
32803,24,256970,257734,763.896
32814,36,256970,257734,763.886
32825,51,256970,257734,763.876
32833,69,256970,257734,763.866
32840,93,256970,257734,763.856
32872,1,256970,257734,763.746
32806,9,256970,257734,763.896
32817,67,256970,257734,763.886
32868,15,256970,257734,763.776
32784,20,256969,257734,765.096
32783,11,256969,257734,765.096
32786,23,256969,257734,765.096
32787,25,256969,257734,765.096
32785,21,256969,257734,765.096
32424,51,253873,257734,3861.1
32502,51,254647,257734,3087.1
32705,51,256195,257734,1539.1
32788,31,256969,257734,765.096
32809,10,256970,257734,763.896
32820,16,256970,257734,763.886
32830,17,256970,257734,763.876
32838,54,256970,257734,763.866
32845,56,256970,257734,763.856
32850,63,256970,257734,763.846
32855,74,256970,257734,763.836
32859,77,256970,257734,763.826
32862,92,256970,257734,763.816
32865,94,256970,257734,763.806
32877,45,256970,257734,763.696
32789,33,256969,257734,765.096
32808,13,256970,257734,763.896
32819,34,256970,257734,763.886
32829,37,256970,257734,763.876
32837,41,256970,257734,763.866
32844,46,256970,257734,763.856
32849,59,256970,257734,763.846
32854,66,256970,257734,763.836
32858,73,256970,257734,763.826
32861,76,256970,257734,763.816
32864,79,256970,257734,763.806
32866,82,256970,257734,763.796
32867,99,256970,257734,763.786
32878,43,256970,257734,763.676
32702,46,256195,257734,1539.1
32790,58,256969,257734,765.096
32426,54,253873,257734,3861.1
32707,54,256195,257734,1539.1
32427,55,253873,257734,3861.1
32602,55,255421,257734,2313.1
32708,55,256195,257734,1539.1
32811,14,256970,257734,763.896
32822,30,256970,257734,763.886
32831,75,256970,257734,763.876
32871,55,256970,257734,763.766
32459,3,253874,257734,3859.9
32464,8,253874,257734,3859.89
32485,52,253874,257734,3859.78
32503,52,254647,257734,3087.1
32810,8,256970,257734,763.896
32821,95,256970,257734,763.886
32869,52,256970,257734,763.776
32504,57,254647,257734,3087.1
32619,3,255422,257734,2311.9
32629,18,255422,257734,2311.89
32638,19,255422,257734,2311.88
32646,26,255422,257734,2311.87
32653,47,255422,257734,2311.86
32659,52,255422,257734,2311.85
32664,90,255422,257734,2311.84
32678,57,255422,257734,2311.73
32431,61,253873,257734,3861.1
32524,0,254648,257734,3085.9
32533,3,254648,257734,3085.89
32542,8,254648,257734,3085.88
32551,9,254648,257734,3085.87
32557,47,254648,257734,3085.86
32563,69,254648,257734,3085.85
32568,86,254648,257734,3085.84
32571,93,254648,257734,3085.83
32583,61,254648,257734,3085.72
32791,61,256969,257734,765.096
32310,60,253099,257734,4635.1
32430,60,253873,257734,3861.1
32603,60,255421,257734,2313.1
32709,60,256195,257734,1539.1
32885,34,257743,258525,781.945
32884,32,257743,258525,781.945
32886,37,257743,258525,781.945
32902,11,257744,258525,780.745
32912,20,257744,258525,780.735
32922,23,257744,258525,780.725
32932,29,257744,258525,780.715
32940,36,257744,258525,780.705
32947,62,257744,258525,780.695
32952,70,257744,258525,780.685
32956,78,257744,258525,780.675
32959,80,257744,258525,780.665
32961,81,257744,258525,780.655
32963,85,257744,258525,780.645
32965,88,257744,258525,780.635
32976,39,257744,258525,780.525
32880,21,257743,258525,781.945
32881,24,257743,258525,781.945
32882,25,257743,258525,781.945
32887,40,257743,258525,781.945
32792,62,256969,258525,1555.95
32888,41,257743,258525,781.945
32904,13,257744,258525,780.745
32914,43,257744,258525,780.735
32924,68,257744,258525,780.725
32934,79,257744,258525,780.715
32942,87,257744,258525,780.705
32949,91,257744,258525,780.695
32973,46,257744,258525,780.585
32523,41,254648,258525,3876.75
32576,59,254648,258525,3876.64
32731,13,256196,258525,2328.75
32738,33,256196,258525,2328.74
32744,34,256196,258525,2328.73
32750,41,256196,258525,2328.72
32756,43,256196,258525,2328.71
32762,58,256196,258525,2328.7
32766,66,256196,258525,2328.69
32768,73,256196,258525,2328.68
32770,79,256196,258525,2328.67
32771,82,256196,258525,2328.66
32772,97,256196,258525,2328.65
32774,99,256196,258525,2328.64
32780,59,256196,258525,2328.53
32889,59,257743,258525,781.945
32433,65,253873,258525,4651.95
32793,65,256969,258525,1555.95
32890,65,257743,258525,781.945
32901,2,257744,258525,780.745
32911,4,257744,258525,780.735
32921,22,257744,258525,780.725
32931,35,257744,258525,780.715
32939,38,257744,258525,780.705
32946,44,257744,258525,780.695
32951,48,257744,258525,780.685
32955,50,257744,258525,780.675
32974,28,257744,258525,780.565
32883,27,257743,258525,781.945
32903,5,257744,258525,780.745
32913,6,257744,258525,780.735
32923,10,257744,258525,780.725
32933,12,257744,258525,780.715
32941,16,257744,258525,780.705
32948,45,257744,258525,780.695
32953,53,257744,258525,780.685
32957,63,257744,258525,780.675
32960,71,257744,258525,780.665
32962,74,257744,258525,780.655
32964,77,257744,258525,780.645
32966,84,257744,258525,780.635
32967,94,257744,258525,780.625
32977,42,257744,258525,780.515
32879,7,257743,258525,781.945
32807,3,256970,258525,1554.75
32818,19,256970,258525,1554.74
32828,26,256970,258525,1554.73
32836,47,256970,258525,1554.72
32843,57,256970,258525,1554.71
32848,64,256970,258525,1554.7
32853,72,256970,258525,1554.69
32857,90,256970,258525,1554.68
32875,18,256970,258525,1554.57
32900,19,257744,258525,780.745
32910,64,257744,258525,780.735
32920,75,257744,258525,780.725
32930,90,257744,258525,780.715
32938,95,257744,258525,780.705
32945,98,257744,258525,780.695
32972,26,257744,258525,780.585
32729,18,256196,258525,2328.75
32736,19,256196,258525,2328.74
32742,52,256196,258525,2328.73
32748,57,256196,258525,2328.72
32754,72,256196,258525,2328.71
32760,83,256196,258525,2328.7
32765,95,256196,258525,2328.69
32778,47,256196,258525,2328.58
32434,66,253873,258525,4651.95
32891,66,257743,258525,781.945
32460,59,253874,258525,4650.75
32482,73,253874,258525,4650.64
32892,73,257743,258525,781.945
32899,0,257744,259288,1544.39
32909,8,257744,259288,1544.38
32919,18,257744,259288,1544.37
32929,47,257744,259288,1544.36
32937,52,257744,259288,1544.35
32944,57,257744,259288,1544.34
32950,61,257744,259288,1544.33
32954,72,257744,259288,1544.32
32958,86,257744,259288,1544.31
32975,3,257744,259288,1544.2
33015,0,258518,259288,770.389
33024,3,258518,259288,770.379
33033,9,258518,259288,770.369
33041,47,258518,259288,770.359
33048,52,258518,259288,770.349
33052,61,258518,259288,770.339
33056,67,258518,259288,770.329
33059,69,258518,259288,770.319
33062,83,258518,259288,770.309
33065,86,258518,259288,770.299
33067,93,258518,259288,770.289
33076,8,258518,259288,770.179
32978,1,258517,259288,771.589
32984,15,258517,259288,771.589
32999,51,258517,259288,771.589
32906,17,257744,259288,1544.39
32916,31,257744,259288,1544.38
32926,54,257744,259288,1544.37
32935,67,257744,259288,1544.36
32970,56,257744,259288,1544.25
33018,17,258518,259288,770.389
33027,41,258518,259288,770.379
33036,43,258518,259288,770.369
33044,79,258518,259288,770.359
33071,34,258518,259288,770.249
33016,13,258518,259288,770.389
33025,70,258518,259288,770.379
33034,73,258518,259288,770.369
33042,76,258518,259288,770.359
33070,32,258518,259288,770.249
33019,11,258518,259288,770.389
33028,23,258518,259288,770.379
33037,62,258518,259288,770.369
33045,88,258518,259288,770.359
33072,37,258518,259288,770.249
33017,10,258518,259288,770.389
33026,58,258518,259288,770.379
33035,59,258518,259288,770.369
33043,65,258518,259288,770.359
33049,66,258518,259288,770.349
33053,89,258518,259288,770.339
33057,92,258518,259288,770.329
33060,97,258518,259288,770.319
33063,99,258518,259288,770.309
33074,33,258518,259288,770.199
32987,22,258517,259288,771.589
32979,2,258517,259288,771.589
32980,4,258517,259288,771.589
32981,5,258517,259288,771.589
32982,6,258517,259288,771.589
32983,14,258517,259288,771.589
32986,19,258517,259288,771.589
32985,18,258517,259288,771.589
32988,26,258517,259288,771.589
32991,30,258517,259288,771.589
32989,27,258517,259288,771.589
32990,28,258517,259288,771.589
32992,35,258517,259288,771.589
32993,38,258517,259288,771.589
33077,0,259291,260055,764.093
33078,3,259291,260055,764.093
33079,8,259291,260055,764.093
33091,47,259291,260055,764.093
33109,75,259292,260055,762.893
33120,90,259292,260055,762.883
33168,30,259292,260055,762.773
33106,4,259292,260055,762.893
33117,6,259292,260055,762.883
33127,12,259292,260055,762.873
33134,14,259292,260055,762.863
33141,42,259292,260055,762.853
33147,49,259292,260055,762.843
33152,53,259292,260055,762.833
33155,55,259292,260055,762.823
33158,60,259292,260055,762.813
33161,71,259292,260055,762.803
33164,84,259292,260055,762.793
33175,5,259292,260055,762.683
33082,22,259291,260055,764.093
33108,2,259292,260055,762.893
33119,50,259292,260055,762.883
33167,27,259292,260055,762.773
33085,28,259291,260055,764.093
33087,35,259291,260055,764.093
33088,38,259291,260055,764.093
32994,44,258517,260055,1538.09
33090,44,259291,260055,764.093
32996,48,258517,260055,1538.09
33092,48,259291,260055,764.093
32998,50,258517,260055,1538.09
33000,53,258517,260055,1538.09
32905,14,257744,260055,2310.89
32915,30,257744,260055,2310.88
32925,55,257744,260055,2310.87
32968,49,257744,260055,2310.76
32997,49,258517,260055,1538.09
33111,7,259292,260055,762.893
33122,16,259292,260055,762.883
33130,17,259292,260055,762.873
33137,31,259292,260055,762.863
33144,45,259292,260055,762.853
33150,56,259292,260055,762.843
33154,74,259292,260055,762.833
33157,77,259292,260055,762.823
33160,81,259292,260055,762.813
33163,88,259292,260055,762.803
33174,54,259292,260055,762.693
33080,20,259291,260055,764.093
33081,21,259291,260055,764.093
33083,24,259291,260055,764.093
33084,25,259291,260055,764.093
33086,29,259291,260055,764.093
33020,20,258518,260055,1536.89
33029,21,258518,260055,1536.88
33038,25,258518,260055,1536.87
33046,29,258518,260055,1536.86
33050,85,258518,260055,1536.85
33054,96,258518,260055,1536.84
33073,40,258518,260055,1536.73
33089,40,259291,260055,764.093
33112,11,259292,260055,762.893
33123,23,259292,260055,762.883
33131,39,259292,260055,762.873
33138,78,259292,260055,762.863
33170,62,259292,260055,762.753
33107,32,259292,260055,762.893
33118,34,259292,260055,762.883
33128,37,259292,260055,762.873
33135,41,259292,260055,762.863
33142,43,259292,260055,762.853
33148,46,259292,260055,762.843
33153,59,259292,260055,762.833
33156,76,259292,260055,762.823
33159,79,259292,260055,762.813
33162,82,259292,260055,762.803
33165,91,259292,260055,762.793
33176,13,259292,260055,762.683
32995,46,258517,260055,1538.09
33178,1,260065,260845,780.562
33177,0,260065,260845,780.562
33180,3,260065,260845,780.562
33181,8,260065,260845,780.562
33182,9,260065,260845,780.562
33183,15,260065,260845,780.562
33185,20,260065,260845,780.562
33186,21,260065,260845,780.562
33187,24,260065,260845,780.562
33188,25,260065,260845,780.562
33190,29,260065,260845,780.562
33191,36,260065,260845,780.562
33206,7,260066,260845,779.362
33217,54,260066,260845,779.352
33227,56,260066,260845,779.342
33234,63,260066,260845,779.332
33240,67,260066,260845,779.322
33246,74,260066,260845,779.312
33252,83,260066,260845,779.302
33269,31,260066,260845,779.192
33204,16,260066,260845,779.362
33215,17,260066,260845,779.352
33225,33,260066,260845,779.342
33232,42,260066,260845,779.332
33238,45,260066,260845,779.322
33244,58,260066,260845,779.312
33250,84,260066,260845,779.302
33255,92,260066,260845,779.292
33259,94,260066,260845,779.282
33262,97,260066,260845,779.272
33273,10,260066,260845,779.162
33205,5,260066,260845,779.362
33216,6,260066,260845,779.352
33226,14,260066,260845,779.342
33233,30,260066,260845,779.332
33239,49,260066,260845,779.322
33245,55,260066,260845,779.312
33251,60,260066,260845,779.302
33256,71,260066,260845,779.292
33260,77,260066,260845,779.282
33271,12,260066,260845,779.172
33179,2,260065,260845,780.562
33189,27,260065,260845,780.562
33207,4,260066,260845,779.362
33218,22,260066,260845,779.352
33228,28,260066,260845,779.342
33267,35,260066,260845,779.232
33192,38,260065,260845,780.562
33209,44,260066,260845,779.362
33263,48,260066,260845,779.252
33194,50,260065,260845,780.562
33193,40,260065,260845,780.562
33275,3,260839,261589,750.277
33322,31,260840,261589,749.077
33328,54,260840,261589,749.067
33334,63,260840,261589,749.057
33340,74,260840,261589,749.047
33345,75,260840,261589,749.037
33350,77,260840,261589,749.027
33355,83,260840,261589,749.017
33359,95,260840,261589,749.007
33370,7,260840,261589,748.897
33277,11,260839,261589,750.277
33278,13,260839,261589,750.277
33282,23,260839,261589,750.277
33279,20,260839,261589,750.277
33280,21,260839,261589,750.277
33283,24,260839,261589,750.277
33284,25,260839,261589,750.277
33287,29,260839,261589,750.277
33288,32,260839,261589,750.277
33290,34,260839,261589,750.277
33289,33,260839,261589,750.277
33281,22,260839,261589,750.277
33274,2,260839,261589,750.277
33276,4,260839,261589,750.277
33285,27,260839,261589,750.277
33286,28,260839,261589,750.277
33291,35,260839,261589,750.277
33293,38,260839,261589,750.277
33298,44,260839,261589,750.277
33300,48,260839,261589,750.277
33301,50,260839,261589,750.277
33379,7,261613,262392,779.526
33374,0,261613,262392,779.526
33376,3,261613,262392,779.526
33380,8,261613,262392,779.526
33381,9,261613,262392,779.526
33383,11,261613,262392,779.526
33382,10,261613,262392,779.526
33377,4,261613,262392,779.526
33375,2,261613,262392,779.526
33378,6,261613,262392,779.526
33430,5,261614,262392,778.326
33435,12,261614,262392,778.316
33440,30,261614,262392,778.306
33445,49,261614,262392,778.296
33450,55,261614,262392,778.286
33454,60,261614,262392,778.276
33458,71,261614,262392,778.266
33462,75,261614,262392,778.256
33471,14,261614,262392,778.146
33323,18,260840,262392,1552.33
33329,26,260840,262392,1552.32
33335,47,260840,262392,1552.31
33341,52,260840,262392,1552.3
33346,57,260840,262392,1552.29
33351,64,260840,262392,1552.28
33356,72,260840,262392,1552.27
33360,90,260840,262392,1552.26
33363,98,260840,262392,1552.25
33371,19,260840,262392,1552.14
33184,18,260065,262392,2327.53
33402,47,261613,262392,779.526
33384,13,261613,262392,779.526
33387,17,261613,262392,779.526
33386,16,261613,262392,779.526
33388,22,261613,262392,779.526
33390,27,261613,262392,779.526
33391,28,261613,262392,779.526
33394,35,261613,262392,779.526
33397,38,261613,262392,779.526
33399,44,261613,262392,779.526
33403,48,261613,262392,779.526
33398,42,261613,262392,779.526
33392,31,261613,262392,779.526
33389,23,261613,262392,779.526
33476,4,262387,263154,767.405
33475,2,262387,263154,767.405
33477,5,262387,263154,767.405
33478,6,262387,263154,767.405
33479,10,262387,263154,767.405
33480,12,262387,263154,767.405
33482,16,262387,263154,767.405
33484,22,262387,263154,767.405
33485,27,262387,263154,767.405
33486,28,262387,263154,767.405
33490,35,262387,263154,767.405
33489,33,262387,263154,767.405
33519,11,262388,263154,766.205
33524,17,262388,263154,766.195
33529,37,262388,263154,766.185
33534,39,262388,263154,766.175
33539,56,262388,263154,766.165
33544,62,262388,263154,766.155
33549,73,262388,263154,766.145
33553,78,262388,263154,766.135
33557,81,262388,263154,766.125
33561,82,262388,263154,766.115
33565,88,262388,263154,766.105
33571,23,262388,263154,765.995
33432,39,261614,263154,1540.2
33437,40,261614,263154,1540.19
33442,70,261614,263154,1540.18
33447,78,261614,263154,1540.17
33469,29,261614,263154,1540.06
33474,1,262387,263154,767.405
33385,15,261613,263154,1541.4
33481,15,262387,263154,767.405
33518,20,262388,263154,766.205
33523,24,262388,263154,766.195
33528,25,262388,263154,766.185
33533,29,262388,263154,766.175
33538,40,262388,263154,766.165
33543,80,262388,263154,766.155
33548,85,262388,263154,766.145
33568,21,262388,263154,766.035
33431,1,261614,263154,1540.2
33436,20,261614,263154,1540.19
33441,21,261614,263154,1540.18
33446,25,261614,263154,1540.17
33451,80,261614,263154,1540.16
33455,85,261614,263154,1540.15
33459,96,261614,263154,1540.14
33470,24,261614,263154,1540.03
33395,36,261613,263154,1541.4
33491,36,262387,263154,767.405
33487,31,262387,263154,767.405
33294,39,260839,263154,2315.4
33393,32,261613,263154,1541.4
33488,32,262387,263154,767.405
33292,37,260839,263154,2315.4
33396,37,261613,263154,1541.4
33295,40,260839,263154,2315.4
33304,62,260839,263154,2315.4
33410,62,261613,263154,1541.4
33208,13,260066,263154,3088.2
33219,34,260066,263154,3088.19
33229,37,260066,263154,3088.18
33235,43,260066,263154,3088.17
33241,59,260066,263154,3088.16
33247,73,260066,263154,3088.15
33253,79,260066,263154,3088.14
33257,82,260066,263154,3088.13
33261,99,260066,263154,3088.12
33272,41,260066,263154,3088.01
33296,41,260839,263154,2315.4
33573,1,263161,263940,779.255
33614,0,263162,263940,778.055
33619,3,263162,263940,778.045
33623,9,263162,263940,778.035
33627,47,263162,263940,778.025
33631,52,263162,263940,778.015
33635,61,263162,263940,778.005
33639,67,263162,263940,777.995
33643,69,263162,263940,777.985
33647,83,263162,263940,777.975
33651,86,263162,263940,777.965
33655,93,263162,263940,777.955
33668,8,263162,263940,777.845
33575,7,263161,263940,779.255
33576,14,263161,263940,779.255
33579,19,263161,263940,779.255
33483,18,262387,263940,1553.25
33578,18,263161,263940,779.255
33584,26,263161,263940,779.255
33587,30,263161,263940,779.255
33585,27,263161,263940,779.255
33574,2,263161,263940,779.255
33581,22,263161,263940,779.255
33586,28,263161,263940,779.255
33590,35,263161,263940,779.255
33492,38,262387,263940,1553.25
33591,38,263161,263940,779.255
33494,44,262387,263940,1553.25
33593,44,263161,263940,779.255
33496,48,262387,263940,1553.25
33595,48,263161,263940,779.255
33493,42,262387,263940,1553.25
33616,5,263162,263940,778.055
33621,6,263162,263940,778.045
33625,10,263162,263940,778.035
33629,12,263162,263940,778.025
33633,16,263162,263940,778.015
33637,45,263162,263940,778.005
33641,49,263162,263940,777.995
33645,53,263162,263940,777.985
33649,60,263162,263940,777.975
33653,63,263162,263940,777.965
33657,71,263162,263940,777.955
33661,74,263162,263940,777.945
33664,77,263162,263940,777.935
33667,92,263162,263940,777.925
33671,42,263162,263940,777.815
33588,31,263161,263940,779.255
33577,15,263161,263940,779.255
33580,21,263161,263940,779.255
33582,24,263161,263940,779.255
33583,25,263161,263940,779.255
33592,40,263161,263940,779.255
33589,32,263161,263940,779.255
33615,13,263162,263940,778.055
33620,17,263162,263940,778.045
33624,33,263162,263940,778.035
33628,37,263162,263940,778.025
33632,41,263162,263940,778.015
33636,43,263162,263940,778.005
33640,58,263162,263940,777.995
33644,59,263162,263940,777.985
33648,66,263162,263940,777.975
33652,73,263162,263940,777.965
33656,79,263162,263940,777.955
33660,82,263162,263940,777.945
33663,97,263162,263940,777.935
33666,99,263162,263940,777.925
33670,34,263162,263940,777.815
33678,9,263935,264724,789.335
33672,0,263935,264724,789.335
33673,1,263935,264724,789.335
33677,8,263935,264724,789.335
33674,3,263935,264724,789.335
33679,11,263935,264724,789.335
33730,10,263936,264724,788.135
33737,17,263936,264724,788.125
33744,42,263936,264724,788.115
33750,54,263936,264724,788.105
33755,63,263936,264724,788.095
33758,74,263936,264724,788.085
33759,84,263936,264724,788.075
33760,92,263936,264724,788.065
33761,94,263936,264724,788.055
33768,16,263936,264724,787.945
33675,5,263935,264724,789.335
33729,4,263936,264724,788.135
33736,27,263936,264724,788.125
33743,28,263936,264724,788.115
33749,38,263936,264724,788.105
33754,44,263936,264724,788.095
33757,50,263936,264724,788.085
33767,2,263936,264724,787.975
33676,6,263935,264724,789.335
33680,14,263935,264724,789.335
33683,19,263935,264724,789.335
33682,18,263935,264724,789.335
33690,26,263935,264724,789.335
33692,30,263935,264724,789.335
33731,7,263936,264724,788.135
33738,56,263936,264724,788.125
33745,67,263936,264724,788.115
33751,83,263936,264724,788.105
33764,31,263936,264724,787.995
33687,23,263935,264724,789.335
33689,25,263935,264724,789.335
33685,21,263935,264724,789.335
33688,24,263935,264724,789.335
33691,29,263935,264724,789.335
33693,32,263935,264724,789.335
33696,37,263935,264724,789.335
33697,39,263935,264724,789.335
33772,10,264709,265478,769.683
33769,5,264709,265478,769.683
33770,6,264709,265478,769.683
33771,7,264709,265478,769.683
33818,17,264710,265478,768.483
33825,23,264710,265478,768.473
33832,37,264710,265478,768.463
33838,39,264710,265478,768.453
33843,56,264710,265478,768.443
33848,62,264710,265478,768.433
33853,73,264710,265478,768.423
33856,78,264710,265478,768.413
33858,81,264710,265478,768.403
33859,82,264710,265478,768.393
33860,88,264710,265478,768.383
33867,11,264710,265478,768.273
33775,16,264709,265478,769.683
33773,12,264709,265478,769.683
33774,14,264709,265478,769.683
33777,19,264709,265478,769.683
33776,18,264709,265478,769.683
33782,26,264709,265478,769.683
33785,30,264709,265478,769.683
33783,27,264709,265478,769.683
33686,22,263935,265478,1543.68
33779,22,264709,265478,769.683
33694,35,263935,265478,1543.68
33787,35,264709,265478,769.683
33789,42,264709,265478,769.683
33786,31,264709,265478,769.683
33681,15,263935,265478,1543.68
33684,20,263935,265478,1543.68
33778,21,264709,265478,769.683
33780,24,264709,265478,769.683
33781,25,264709,265478,769.683
33784,29,264709,265478,769.683
33695,36,263935,265478,1543.68
33819,1,264710,265478,768.483
33826,9,264710,265478,768.473
33833,15,264710,265478,768.463
33839,20,264710,265478,768.453
33844,67,264710,265478,768.443
33849,69,264710,265478,768.433
33854,93,264710,265478,768.423
33865,36,264710,265478,768.313
33875,10,265483,266257,774.152
33872,5,265483,266257,774.152
33870,2,265483,266257,774.152
33873,6,265483,266257,774.152
33876,12,265483,266257,774.152
33878,16,265483,266257,774.152
33879,17,265483,266257,774.152
33903,32,265484,266257,772.952
33911,34,265484,266257,772.942
33919,37,265484,266257,772.932
33926,41,265484,266257,772.922
33933,43,265484,266257,772.912
33940,46,265484,266257,772.902
33945,59,265484,266257,772.892
33949,73,265484,266257,772.882
33953,76,265484,266257,772.872
33956,79,265484,266257,772.862
33958,91,265484,266257,772.852
33966,13,265484,266257,772.742
33881,33,265483,266257,774.152
33905,4,265484,266257,772.952
33913,22,265484,266257,772.942
33921,28,265484,266257,772.932
33928,48,265484,266257,772.922
33935,53,265484,266257,772.912
33961,35,265484,266257,772.802
33880,27,265483,266257,774.152
33882,38,265483,266257,774.152
33821,2,264710,266257,1546.95
33828,4,264710,266257,1546.94
33835,28,264710,266257,1546.93
33841,38,264710,266257,1546.92
33846,48,264710,266257,1546.91
33851,50,264710,266257,1546.9
33863,44,264710,266257,1546.79
33884,44,265483,266257,774.152
33700,48,263935,266257,2322.15
33883,42,265483,266257,774.152
33400,45,261613,266257,4644.15
33495,45,262387,266257,3870.15
33790,45,264709,266257,1548.15
33885,45,265483,266257,774.152
33906,11,265484,266257,772.952
33914,23,265484,266257,772.942
33922,36,265484,266257,772.932
33929,56,265484,266257,772.922
33936,62,265484,266257,772.912
33942,70,265484,266257,772.902
33947,78,265484,266257,772.892
33951,81,265484,266257,772.882
33954,88,265484,266257,772.872
33965,39,265484,266257,772.762
