Time,X,Y,Z,Event
926718,351.388,244.065,30,WAYPOINT
926751,112.351,12.9409,30,WAYPOINT
926757,111.469,73.0325,30,WAYPOINT
926799,325.93,434.461,30,WAYPOINT
926832,72.07,228.822,30,WAYPOINT
926848,21.0815,380.831,30,WAYPOINT
926865,188.589,395.825,30,WAYPOINT
926888,407.943,487.561,30,WAYPOINT
926929,270.88,108.226,30,WAYPOINT
926952,52.113,34.806,30,WAYPOINT
926963,24.3832,144.344,30,WAYPOINT
927007,452.897,43.1753,30,WAYPOINT
927035,180.915,89.5761,30,WAYPOINT
927055,172.547,292.086,30,WAYPOINT
927079,135.791,54.2054,30,WAYPOINT
927101,351.013,61.0117,30,WAYPOINT
927150,69.5863,470.956,30,WAYPOINT
927188,262.431,144.954,30,WAYPOINT
927200,332.929,235.719,30,WAYPOINT
927235,-100,250,0,BASE
927287,250,250,30,ENTER
927316,87.5521,490.924,30,WAYPOINT
927370,427.391,76.1279,30,WAYPOINT
927398,148.89,79.9142,30,WAYPOINT
927417,44.9346,243.939,30,WAYPOINT
927432,43.4511,92.3288,30,WAYPOINT
927467,395.508,113.467,30,WAYPOINT
927474,430.857,55.1417,30,WAYPOINT
927511,142.669,286.654,30,WAYPOINT
927537,405.302,268.77,30,WAYPOINT
927566,178.23,435.703,30,WAYPOINT
927590,153.493,191.014,30,WAYPOINT
927608,176.506,368.181,30,WAYPOINT
927628,219.192,177.587,30,WAYPOINT
927649,233.839,395.41,30,WAYPOINT
927688,241.454,13.2649,30,WAYPOINT
927702,335.816,117.287,30,WAYPOINT
927728,374.293,373.272,30,WAYPOINT
927729,377.69,355.331,30,WAYPOINT
927743,443.512,470.04,30,WAYPOINT
927770,296.037,243.403,30,WAYPOINT
927799,144.047,490.736,30,WAYPOINT
927833,468.629,374.61,30,WAYPOINT
927866,145.651,402.359,30,WAYPOINT
927894,426.642,463.109,30,WAYPOINT
927933,162.526,183.208,30,WAYPOINT
927971,407.825,479.233,30,WAYPOINT
928006,-100,250,0,BASE
928061,250,250,30,ENTER
928069,274.847,176.98,30,WAYPOINT
928100,469.611,422.46,30,WAYPOINT
928121,257.982,406.439,30,WAYPOINT
928164,48.4667,36.124,30,WAYPOINT
928201,228.935,361.293,30,WAYPOINT
928223,231.316,146.021,30,WAYPOINT
928248,411.099,331.954,30,WAYPOINT
928279,167.658,150.528,30,WAYPOINT
928314,358.248,441.912,30,WAYPOINT
928319,382.15,398.789,30,WAYPOINT
928344,331.902,145.879,30,WAYPOINT
928383,124.451,475.797,30,WAYPOINT
928391,200.223,465.858,30,WAYPOINT
928419,441.122,321.678,30,WAYPOINT
928454,98.44,261.503,30,WAYPOINT
928485,312.373,488.963,30,WAYPOINT
928527,323.122,70.1343,30,WAYPOINT
928537,416.159,106.457,30,WAYPOINT
928570,82.7442,133.253,30,WAYPOINT
928609,361.466,398.404,30,WAYPOINT
928611,385.618,388.216,30,WAYPOINT
928628,441.952,228.347,30,WAYPOINT
928670,34.664,319.384,30,WAYPOINT
928694,172.943,128.131,30,WAYPOINT
928713,251.106,299.121,30,WAYPOINT
928743,478.927,98.6538,30,WAYPOINT
928778,-100,250,0,BASE
928835,250,250,30,ENTER
928851,405.077,239.525,30,WAYPOINT
928878,287.291,486.738,30,WAYPOINT
928906,421.658,237.345,30,WAYPOINT
928937,114.716,194.934,30,WAYPOINT
928957,189.021,8.34507,30,WAYPOINT
929009,397.062,478.728,30,WAYPOINT
929022,267.812,443.23,30,WAYPOINT
929062,211.257,51.2519,30,WAYPOINT
929096,219.932,394.219,30,WAYPOINT
929124,67.7306,163.939,30,WAYPOINT
929154,179.563,450.526,30,WAYPOINT
929164,237.979,373.591,30,WAYPOINT
929207,480.87,21.8009,30,WAYPOINT
929253,211.304,398.018,30,WAYPOINT
929281,72.4771,159.204,30,WAYPOINT
929300,256.786,212.41,30,WAYPOINT
929333,458.182,475.786,30,WAYPOINT
929363,181.756,357.374,30,WAYPOINT
929386,32.3741,183.998,30,WAYPOINT
929386,33.5759,182.532,30,WAYPOINT
929389,60.4558,182.389,30,WAYPOINT
929407,194.342,299.539,30,WAYPOINT
929423,43.7441,355.22,30,WAYPOINT
929460,199.373,16.9088,30,WAYPOINT
929514,465.319,484.989,30,WAYPOINT
929549,-100,250,0,BASE
929609,250,250,30,ENTER
929621,161.552,163.945,30,WAYPOINT
929623,150.644,180.164,30,WAYPOINT
929641,148.479,360.033,30,WAYPOINT
929665,358.407,256.84,30,WAYPOINT
929692,104.248,361.48,30,WAYPOINT
929728,3.03418,12.9342,30,WAYPOINT
929776,231.086,429.852,30,WAYPOINT
929794,391.343,346.829,30,WAYPOINT
929833,22.5948,208.265,30,WAYPOINT
929840,72.481,158.454,30,WAYPOINT
929864,80.9933,398.522,30,WAYPOINT
929901,100.282,33.1294,30,WAYPOINT
929944,419.302,313.706,30,WAYPOINT
929966,195.899,359.131,30,WAYPOINT
929987,16.1337,261.541,30,WAYPOINT
930011,240.497,170.446,30,WAYPOINT
930023,305.341,67.8624,30,WAYPOINT
930038,165.588,99.7839,30,WAYPOINT
930068,455.027,18.4361,30,WAYPOINT
930119,17.2802,293.571,30,WAYPOINT
930133,150.593,256.277,30,WAYPOINT
930164,452.606,318.113,30,WAYPOINT
930182,417.891,136.222,30,WAYPOINT
930227,111.358,461.178,30,WAYPOINT
930251,197.026,241.174,30,WAYPOINT
930266,48.0036,229.167,30,WAYPOINT
930277,100.189,324.958,30,WAYPOINT
930312,-100,250,0,BASE
930383,250,250,30,ENTER
930391,238.985,172.205,30,WAYPOINT
930420,301.424,456.256,30,WAYPOINT
930447,35.6008,420.874,30,WAYPOINT
930462,108.791,285.021,30,WAYPOINT
930492,348.837,109.981,30,WAYPOINT
930508,431.852,248.551,30,WAYPOINT
930523,332.58,363.888,30,WAYPOINT
930543,298.501,171.293,30,WAYPOINT
930556,368.222,59.3383,30,WAYPOINT
930565,344.203,149.419,30,WAYPOINT
930596,214.198,424.198,30,WAYPOINT
930625,331.766,156.805,30,WAYPOINT
930641,350.215,320.486,30,WAYPOINT
930644,338.778,296.619,30,WAYPOINT
930680,3.5592,420.264,30,WAYPOINT
930731,450.362,178.824,30,WAYPOINT
930759,198.061,307.603,30,WAYPOINT
930777,19.2366,309.402,30,WAYPOINT
930808,303.353,433.2,30,WAYPOINT
930817,233.641,379.506,30,WAYPOINT
930840,108.367,185.084,30,WAYPOINT
930874,415.221,34.0821,30,WAYPOINT
930924,207.057,491.448,30,WAYPOINT
930966,144.716,78.7903,30,WAYPOINT
930973,207.757,47.7019,30,WAYPOINT
930984,315.399,56.4854,30,WAYPOINT
931000,159.221,79.7371,30,WAYPOINT
931040,212.674,485.242,30,WAYPOINT
931075,-100,250,0,BASE
931157,250,250,30,ENTER
931162,221.395,290.829,30,WAYPOINT
931187,460.732,346.326,30,WAYPOINT
931234,15.0636,173.777,30,WAYPOINT
931263,296.649,241.662,30,WAYPOINT
931283,219.493,56.0843,30,WAYPOINT
931311,8.54695,234.2,30,WAYPOINT
931333,27.941,453.277,30,WAYPOINT
931360,131.623,209.08,30,WAYPOINT
931390,426.799,133.793,30,WAYPOINT
931415,229.61,287.909,30,WAYPOINT
931437,446.791,241.58,30,WAYPOINT
931455,436.356,68.8449,30,WAYPOINT
931459,477.717,94.3129,30,WAYPOINT
931484,466.337,342.051,30,WAYPOINT
931505,481.145,130.472,30,WAYPOINT
931538,170.085,22.4918,30,WAYPOINT
931585,246.304,486.772,30,WAYPOINT
931612,36.6307,326.625,30,WAYPOINT
931657,451.299,140.138,30,WAYPOINT
931696,104.212,304.578,30,WAYPOINT
931717,131.658,89.9744,30,WAYPOINT
931723,152.16,142.258,30,WAYPOINT
931730,193.245,197.785,30,WAYPOINT
931741,274.7,125.457,30,WAYPOINT
931759,225.638,300.943,30,WAYPOINT
931782,230.728,69.4041,30,WAYPOINT
931827,79.5749,492.319,30,WAYPOINT
931862,-100,250,0,BASE
931931,250,250,30,ENTER
931965,498.328,15.666,30,WAYPOINT
932023,124.372,456.233,30,WAYPOINT
932058,156.693,105.161,30,WAYPOINT
932077,22.8953,239.019,30,WAYPOINT
932107,306.564,316.843,30,WAYPOINT
932123,428.297,207.36,30,WAYPOINT
932157,109.029,337.921,30,WAYPOINT
932179,136.972,120.779,30,WAYPOINT
932229,486.486,467.297,30,WAYPOINT
932254,453.864,214.297,30,WAYPOINT
932292,79.1069,227.002,30,WAYPOINT
932329,439.266,346.088,30,WAYPOINT
932344,372.895,470.561,30,WAYPOINT
932385,192.992,96.4613,30,WAYPOINT
932396,86.3812,67.0373,30,WAYPOINT
932434,444.313,198.518,30,WAYPOINT
932462,211.025,357.412,30,WAYPOINT
932465,188.176,374.23,30,WAYPOINT
932489,300.794,165.579,30,WAYPOINT
932507,382.224,0.620391,30,WAYPOINT
932551,11.1644,235.083,30,WAYPOINT
932588,304.709,453.599,30,WAYPOINT
932619,51.8298,268.371,30,WAYPOINT
932654,-100,250,0,BASE
932705,250,250,30,ENTER
932719,295.738,382.397,30,WAYPOINT
932720,295.454,369.871,30,WAYPOINT
932747,29.0325,360.786,30,WAYPOINT
932774,287.671,276.297,30,WAYPOINT
932792,415.744,154.813,30,WAYPOINT
932820,190.527,330.031,30,WAYPOINT
932836,51.6387,404.323,30,WAYPOINT
932846,147.56,369.944,30,WAYPOINT
932897,495.88,4.58359,30,WAYPOINT
932910,361.977,23.4688,30,WAYPOINT
932944,401.877,355.631,30,WAYPOINT
932959,474.531,216.376,30,WAYPOINT
932994,172.485,377.981,30,WAYPOINT
933009,38.4306,442.561,30,WAYPOINT
933045,359.252,277.181,30,WAYPOINT
933063,499.06,159.102,30,WAYPOINT
933089,407.634,407.414,30,WAYPOINT
933117,152.269,311.345,30,WAYPOINT
933152,497.513,404.387,30,WAYPOINT
933177,346.276,211.323,30,WAYPOINT
933209,42.4374,310.478,30,WAYPOINT
933244,357.22,149.139,30,WAYPOINT
933270,478.869,374.435,30,WAYPOINT
933304,210.886,166.871,30,WAYPOINT
933316,138.372,74.4053,30,WAYPOINT
933334,217.243,244.965,30,WAYPOINT
933355,81.0991,405.115,30,WAYPOINT
933390,-100,250,0,BASE
933479,250,250,30,ENTER
933496,182.448,406.404,30,WAYPOINT
933520,192.46,165.036,30,WAYPOINT
933543,412.391,99.5439,30,WAYPOINT
933583,481.934,492.954,30,WAYPOINT
933630,480.367,21.8062,30,WAYPOINT
933682,64.8577,323.772,30,WAYPOINT
933721,394.156,105.587,30,WAYPOINT
933738,292.881,238.518,30,WAYPOINT
933754,412.772,135.234,30,WAYPOINT
933767,388.478,269.908,30,WAYPOINT
933794,160.337,404.613,30,WAYPOINT
933829,309.632,89.5463,30,WAYPOINT
933855,268.701,347.41,30,WAYPOINT
933894,32.8881,31.4801,30,WAYPOINT
933936,367.302,286.819,30,WAYPOINT
933936,367.212,287.716,30,WAYPOINT
933951,219.025,269.17,30,WAYPOINT
933966,224.302,413.761,30,WAYPOINT
933987,22.3811,362.11,30,WAYPOINT
933992,11.9775,416.858,30,WAYPOINT
934033,230.022,69.7212,30,WAYPOINT
934041,195.236,144.288,30,WAYPOINT
934052,303.016,125.86,30,WAYPOINT
934089,10.4263,351.778,30,WAYPOINT
934135,452.132,250.905,30,WAYPOINT
934166,183.604,417.531,30,WAYPOINT
934201,-100,250,0,BASE
934253,250,250,30,ENTER
934278,98.1085,50.4188,30,WAYPOINT
934328,375.126,463.215,30,WAYPOINT
934351,147.129,415.676,30,WAYPOINT
934387,49.991,71.8708,30,WAYPOINT
934416,291.963,229.4,30,WAYPOINT
934425,334.35,306.769,30,WAYPOINT
934435,324.16,200.731,30,WAYPOINT
934465,438.245,475.989,30,WAYPOINT
934512,132.998,118.959,30,WAYPOINT
934540,241.164,375.656,30,WAYPOINT
934562,37.0672,287.744,30,WAYPOINT
934575,131.015,382.564,30,WAYPOINT
934594,133.326,196.878,30,WAYPOINT
934611,302.485,213.786,30,WAYPOINT
934633,89.7407,258.416,30,WAYPOINT
934634,88.0797,246.425,30,WAYPOINT
934670,448.488,253.07,30,WAYPOINT
934713,101.361,4.58831,30,WAYPOINT
934724,12.8482,83.5293,30,WAYPOINT
934768,450.997,119.028,30,WAYPOINT
934803,433.735,460.17,30,WAYPOINT
934851,131.796,84.2219,30,WAYPOINT
934890,470.615,286.17,30,WAYPOINT
934918,278.47,481.315,30,WAYPOINT
934953,-100,250,0,BASE
935027,250,250,30,ENTER
935037,251.648,153.273,30,WAYPOINT
935069,3.89175,356.081,30,WAYPOINT
935090,208.742,283.506,30,WAYPOINT
935112,324.526,466.073,30,WAYPOINT
935124,367.935,355.078,30,WAYPOINT
935158,61.0146,210.985,30,WAYPOINT
935199,428.784,34.1331,30,WAYPOINT
935203,382.989,35.9502,30,WAYPOINT
935259,42.0481,474.489,30,WAYPOINT
935284,274.608,379.572,30,WAYPOINT
935313,344.016,93.179,30,WAYPOINT
935353,25.8196,320.874,30,WAYPOINT
935391,395.937,210.043,30,WAYPOINT
935407,432.358,367.847,30,WAYPOINT
935434,261.275,162.403,30,WAYPOINT
935448,128.083,122.742,30,WAYPOINT
935493,498.224,379.783,30,WAYPOINT
935513,318.992,467.836,30,WAYPOINT
935539,109.058,306.835,30,WAYPOINT
935586,481.492,26.499,30,WAYPOINT
935617,413.699,328.885,30,WAYPOINT
935621,372.955,320.59,30,WAYPOINT
935639,375.549,497.902,30,WAYPOINT
935658,430.503,315.094,30,WAYPOINT
935661,457.081,331.166,30,WAYPOINT
935705,66.1611,137.769,30,WAYPOINT
935740,-100,250,0,BASE
935801,250,250,30,ENTER
935822,397.908,98.8272,30,WAYPOINT
935834,290.967,140.861,30,WAYPOINT
935844,222.107,217.515,30,WAYPOINT
935873,466.295,376.642,30,WAYPOINT
935904,469.032,64.974,30,WAYPOINT
935951,30.3978,233.15,30,WAYPOINT
935977,289.357,225.221,30,WAYPOINT
935996,212.894,52.6827,30,WAYPOINT
936001,191.829,97.7934,30,WAYPOINT
936034,304.475,407.134,30,WAYPOINT
936052,411.824,263.386,30,WAYPOINT
936087,62.4071,247.88,30,WAYPOINT
936112,165.641,21.0756,30,WAYPOINT
936149,243.37,381.145,30,WAYPOINT
936190,492.867,47.7649,30,WAYPOINT
936238,35.9616,194.816,30,WAYPOINT
936257,133.449,30.5371,30,WAYPOINT
936270,10.703,18.3565,30,WAYPOINT
936313,371.572,265.941,30,WAYPOINT
936331,198.734,304.936,30,WAYPOINT
936345,330.662,256.919,30,WAYPOINT
936376,62.686,100.762,30,WAYPOINT
936425,409.325,443.733,30,WAYPOINT
936466,34.917,271.631,30,WAYPOINT
936501,-100,250,0,BASE
936575,250,250,30,ENTER
936592,405.636,181.468,30,WAYPOINT
936625,174.903,418.757,30,WAYPOINT
936646,351.743,313.181,30,WAYPOINT
936677,462.64,22.6641,30,WAYPOINT
936684,393.29,44.4178,30,WAYPOINT
936708,330.205,274.283,30,WAYPOINT
936747,43.4918,8.64207,30,WAYPOINT
936773,238.295,179.07,30,WAYPOINT
936789,286.293,23.307,30,WAYPOINT
936819,319.533,316.586,30,WAYPOINT
936832,306.957,450.857,30,WAYPOINT
936856,472.148,282.719,30,WAYPOINT
936888,262.187,39.6608,30,WAYPOINT
936917,315.575,322.648,30,WAYPOINT
936934,436.361,444.723,30,WAYPOINT
936978,30.2763,262.517,30,WAYPOINT
936994,32.5649,105.775,30,WAYPOINT
937018,141.738,320.04,30,WAYPOINT
937046,345.484,130.604,30,WAYPOINT
937061,205.095,195.834,30,WAYPOINT
937081,398.638,220.184,30,WAYPOINT
937106,172.341,100.611,30,WAYPOINT
937129,248.658,310.839,30,WAYPOINT
937158,450.036,93.3502,30,WAYPOINT
937198,234.122,424.702,30,WAYPOINT
937210,346.933,446.047,30,WAYPOINT
937212,322.835,440.611,30,WAYPOINT
937239,246.31,177.274,30,WAYPOINT
937258,397.617,281.421,30,WAYPOINT
937293,-100,250,0,BASE
937349,250,250,30,ENTER
937368,76.4927,330.188,30,WAYPOINT
937388,245.189,223.968,30,WAYPOINT
937398,305.907,151.184,30,WAYPOINT
937418,438.359,301.675,30,WAYPOINT
937458,64.538,148.047,30,WAYPOINT
937491,67.7801,480.661,30,WAYPOINT
937531,362.483,218.92,30,WAYPOINT
937549,354.172,40.3094,30,WAYPOINT
937591,497.294,436.268,30,WAYPOINT
937631,217.592,149.97,30,WAYPOINT
937660,327.288,425.748,30,WAYPOINT
937698,109.486,113.812,30,WAYPOINT
937721,163.683,333.82,30,WAYPOINT
937748,14.2154,107.836,30,WAYPOINT
937769,141.367,270.083,30,WAYPOINT
937786,258.627,139.27,30,WAYPOINT
937807,195.076,341.099,30,WAYPOINT
937825,308.203,213.815,30,WAYPOINT
937844,167.352,341.002,30,WAYPOINT
937877,368.575,71.9428,30,WAYPOINT
937917,143.876,403.857,30,WAYPOINT
937941,142.03,167.965,30,WAYPOINT
937965,88.9601,409.185,30,WAYPOINT
937976,6.9321,344.353,30,WAYPOINT
938011,350.53,406.548,30,WAYPOINT
938046,-100,250,0,BASE
938123,250,250,30,ENTER
938145,35.7997,280.2,30,WAYPOINT
938187,431.451,127.348,30,WAYPOINT
938220,102.29,149.55,30,WAYPOINT
938257,465.01,211.308,30,WAYPOINT
938267,486.879,112.326,30,WAYPOINT
938293,268.464,254.981,30,WAYPOINT
938301,209.385,196.682,30,WAYPOINT
938326,122.404,426.507,30,WAYPOINT
938371,377.892,57.9044,30,WAYPOINT
938415,353.26,496.486,30,WAYPOINT
938441,365.043,236.277,30,WAYPOINT
938459,188.767,200.414,30,WAYPOINT
938495,445.062,450.25,30,WAYPOINT
938544,165.062,38.9652,30,WAYPOINT
938569,318.877,228.162,30,WAYPOINT
938601,116.281,484.456,30,WAYPOINT
938649,46.1171,14.9872,30,WAYPOINT
938669,218.32,118.14,30,WAYPOINT
938707,473.196,395.984,30,WAYPOINT
938713,409.048,402.611,30,WAYPOINT
938745,222.333,138.506,30,WAYPOINT
938777,455.445,351.935,30,WAYPOINT
938805,196.487,240.561,30,WAYPOINT
938840,-100,250,0,BASE
938897,250,250,30,ENTER
938922,442.787,90.9037,30,WAYPOINT
938966,9.92272,9.16976,30,WAYPOINT
938989,238.511,53.4563,30,WAYPOINT
939036,74.6154,495.476,30,WAYPOINT
939074,21.1112,122.084,30,WAYPOINT
939101,165.117,343.577,30,WAYPOINT
939135,495.424,438.108,30,WAYPOINT
939161,240.75,459.806,30,WAYPOINT
939164,245.23,424.171,30,WAYPOINT
939199,318.4,86.328,30,WAYPOINT
939213,458.686,72.827,30,WAYPOINT
939223,493.605,170.314,30,WAYPOINT
939265,86.9528,74.8447,30,WAYPOINT
939302,456.534,97.274,30,WAYPOINT
939330,176.035,59.5715,30,WAYPOINT
939350,53.8876,211.274,30,WAYPOINT
939400,471.764,488.899,30,WAYPOINT
939441,104.516,312.876,30,WAYPOINT
939460,291.354,345.045,30,WAYPOINT
939473,204.725,236.924,30,WAYPOINT
939481,241.626,167.575,30,WAYPOINT
939501,402.174,58.3048,30,WAYPOINT
939546,131.716,417.382,30,WAYPOINT
939579,321.849,142.224,30,WAYPOINT
939614,-100,250,0,BASE
939671,250,250,30,ENTER
939682,353.283,297.396,30,WAYPOINT
939703,417.009,498.749,30,WAYPOINT
939741,103.835,295.975,30,WAYPOINT
939768,324.637,141.252,30,WAYPOINT
939781,197.545,113.298,30,WAYPOINT
939821,433.337,443.599,30,WAYPOINT
939847,177.454,442.783,30,WAYPOINT
939879,497.322,485.425,30,WAYPOINT
939896,441.04,330.557,30,WAYPOINT
939927,146.896,214.594,30,WAYPOINT
939938,37.9056,233.029,30,WAYPOINT
939984,499.132,239.149,30,WAYPOINT
940010,336.301,43.6552,30,WAYPOINT
940052,490.346,429.917,30,WAYPOINT
940081,202.762,471.495,30,WAYPOINT
940109,309.091,205.144,30,WAYPOINT
940125,280.563,49.1717,30,WAYPOINT
940164,309.585,434.99,30,WAYPOINT
940173,379.675,375.891,30,WAYPOINT
940196,153.86,379.241,30,WAYPOINT
940211,298.674,330.704,30,WAYPOINT
940223,376.636,424.358,30,WAYPOINT
940236,452.62,318.224,30,WAYPOINT
940272,269.763,4.28554,30,WAYPOINT
940300,6.09505,80.808,30,WAYPOINT
940355,452.358,413.321,30,WAYPOINT
940390,-100,250,0,BASE
940445,250,250,30,ENTER
940460,147.073,355.413,30,WAYPOINT
940490,411.796,213.384,30,WAYPOINT
940519,342.144,496.602,30,WAYPOINT
940564,252.717,58.8879,30,WAYPOINT
940578,104.089,58,30,WAYPOINT
940598,81.812,249.271,30,WAYPOINT
940609,118.58,350.833,30,WAYPOINT
940620,42.8122,438.61,30,WAYPOINT
940660,154.085,51.0729,30,WAYPOINT
940674,68.652,151.313,30,WAYPOINT
940691,236.96,91.143,30,WAYPOINT
940723,432.382,340.34,30,WAYPOINT
940733,338.364,338.732,30,WAYPOINT
940766,15.9432,416.603,30,WAYPOINT
940792,36.0398,157.799,30,WAYPOINT
940817,195.404,348.847,30,WAYPOINT
940838,354.722,208.859,30,WAYPOINT
940859,426.912,407.676,30,WAYPOINT
940905,117.314,68.3223,30,WAYPOINT
940948,94.6011,499.423,30,WAYPOINT
940998,203.503,10.8569,30,WAYPOINT
941047,14.5238,458.61,30,WAYPOINT
941084,189.503,125.849,30,WAYPOINT
941104,222.55,318.36,30,WAYPOINT
941121,394.914,351.505,30,WAYPOINT
941134,295.759,436.513,30,WAYPOINT
941169,-100,250,0,BASE
941219,250,250,30,ENTER
941232,159.423,158.524,30,WAYPOINT
941247,212.647,297.89,30,WAYPOINT
941270,68.7902,481.836,30,WAYPOINT
941301,187.296,194.15,30,WAYPOINT
941326,430.008,178.453,30,WAYPOINT
941364,55.7888,254.308,30,WAYPOINT
941386,26.7964,31.408,30,WAYPOINT
941418,247.683,263.826,30,WAYPOINT
941444,125.897,34.503,30,WAYPOINT
941474,87.7398,330.019,30,WAYPOINT
941477,58.8204,327.646,30,WAYPOINT
941483,116.405,312.472,30,WAYPOINT
941508,365.418,303.698,30,WAYPOINT
941525,369.628,470.371,30,WAYPOINT
941533,378.351,389.947,30,WAYPOINT
941541,302.567,415.357,30,WAYPOINT
941555,201.689,318.271,30,WAYPOINT
941591,401.582,15.8348,30,WAYPOINT
941627,374.764,374.164,30,WAYPOINT
941657,73.7996,314.774,30,WAYPOINT
941697,461.715,222.439,30,WAYPOINT
941736,108.775,60.1515,30,WAYPOINT
941788,490.958,413.108,30,WAYPOINT
941844,18.9294,110.308,30,WAYPOINT
941867,238.928,74.5678,30,WAYPOINT
941881,99.1138,87.8124,30,WAYPOINT
941908,74.7785,363.338,30,WAYPOINT
941943,-100,250,0,BASE
941993,250,250,30,ENTER
942020,499.446,340.472,30,WAYPOINT
942053,190.822,217.527,30,WAYPOINT
942065,71.4797,239.221,30,WAYPOINT
942082,218.269,317.994,30,WAYPOINT
942111,306.661,32.5151,30,WAYPOINT
942115,285.301,2.43458,30,WAYPOINT
942140,401.991,226.634,30,WAYPOINT
942182,8.30424,346.8,30,WAYPOINT
942237,454.08,11.769,30,WAYPOINT
942270,126.443,7.38794,30,WAYPOINT
942311,147.379,419.552,30,WAYPOINT
942334,368.327,354.98,30,WAYPOINT
942347,383.173,475.824,30,WAYPOINT
942358,435.617,373.201,30,WAYPOINT
942368,482.817,464.974,30,WAYPOINT
942410,207.003,151.618,30,WAYPOINT
942419,267.053,215.228,30,WAYPOINT
942434,381.431,308.479,30,WAYPOINT
942453,387.789,110.683,30,WAYPOINT
942472,232.22,11.8437,30,WAYPOINT
942511,396.599,370.453,30,WAYPOINT
942549,24.0238,428.156,30,WAYPOINT
942583,363.095,379.943,30,WAYPOINT
942618,108.973,141.632,30,WAYPOINT
942622,117.785,99.1489,30,WAYPOINT
942660,354.074,387.794,30,WAYPOINT
942695,-100,250,0,BASE
942767,250,250,30,ENTER
942788,213.332,456.811,30,WAYPOINT
942814,412.492,282.493,30,WAYPOINT
942839,246.026,100.185,30,WAYPOINT
942857,270.974,278.402,30,WAYPOINT
942886,364.067,0.377598,30,WAYPOINT
942922,78.4387,209.514,30,WAYPOINT
942951,361.112,284.06,30,WAYPOINT
942978,443.038,25.0642,30,WAYPOINT
943027,37.8553,287.139,30,WAYPOINT
943046,100.011,472.33,30,WAYPOINT
943088,352.009,142.857,30,WAYPOINT
943132,67.8002,483.041,30,WAYPOINT
943172,270.058,141.419,30,WAYPOINT
943205,47.2627,396.279,30,WAYPOINT
943248,448.434,248.453,30,WAYPOINT
943288,72.9636,392.991,30,WAYPOINT
943329,365.742,112.339,30,WAYPOINT
943357,360.765,393.522,30,WAYPOINT
943363,391.826,442.67,30,WAYPOINT
943371,316.013,468.962,30,WAYPOINT
943382,358.56,371.233,30,WAYPOINT
943394,478.889,360.103,30,WAYPOINT
943414,288.452,289.037,30,WAYPOINT
943443,11.4465,377.784,30,WAYPOINT
943478,-100,250,0,BASE
943541,250,250,30,ENTER
943554,374.796,276.776,30,WAYPOINT
943587,88.5224,448.011,30,WAYPOINT
943619,162.38,141.962,30,WAYPOINT
943632,53.2769,220.961,30,WAYPOINT
943659,310.553,298.849,30,WAYPOINT
943677,477.307,221.066,30,WAYPOINT
943719,110.75,20.7925,30,WAYPOINT
943751,9.23973,326.182,30,WAYPOINT
943774,206.603,209.789,30,WAYPOINT
943802,437.234,367.095,30,WAYPOINT
943819,290.361,450.855,30,WAYPOINT
943861,322.988,33.1111,30,WAYPOINT
943876,197.14,121.425,30,WAYPOINT
943901,445.074,100.999,30,WAYPOINT
943941,423.722,494.814,30,WAYPOINT
943944,395.39,484.502,30,WAYPOINT
943972,112.572,457.694,30,WAYPOINT
944010,486.228,394.019,30,WAYPOINT
944059,77.4823,125.299,30,WAYPOINT
944070,69.1372,17.0341,30,WAYPOINT
944119,359.969,420.768,30,WAYPOINT
944149,225.393,162.569,30,WAYPOINT
944155,224.572,95.6983,30,WAYPOINT
944177,435.464,29.8592,30,WAYPOINT
944196,310.181,165.258,30,WAYPOINT
944219,182.85,356.653,30,WAYPOINT
944254,-100,250,0,BASE
944315,250,250,30,ENTER
944332,87.3196,199.934,30,WAYPOINT
944360,365.726,162.815,30,WAYPOINT
944386,251.454,394.454,30,WAYPOINT
944414,229.689,119.043,30,WAYPOINT
944420,169.941,101.594,30,WAYPOINT
944467,489.431,447.812,30,WAYPOINT
944530,13.5946,40.5938,30,WAYPOINT
944575,450.088,174.427,30,WAYPOINT
944612,96.2552,263.724,30,WAYPOINT
944622,70.0928,358.533,30,WAYPOINT
944630,153.018,389.748,30,WAYPOINT
944678,498.525,66.2248,30,WAYPOINT
944717,109.363,52.2657,30,WAYPOINT
944760,21.8477,478.814,30,WAYPOINT
944804,331.707,172.478,30,WAYPOINT
944823,366.983,359.132,30,WAYPOINT
944859,20.4757,468.712,30,WAYPOINT
944896,189.797,136.343,30,WAYPOINT
944905,274.327,149.781,30,WAYPOINT
944924,108.006,247.447,30,WAYPOINT
944954,330.187,44.3126,30,WAYPOINT
944997,197.195,451.868,30,WAYPOINT
945032,-100,250,0,BASE
945089,250,250,30,ENTER
945116,391.601,478.047,30,WAYPOINT
945147,132.502,297.685,30,WAYPOINT
945188,429.059,24.4592,30,WAYPOINT
945230,88.2407,280.975,30,WAYPOINT
945241,198.75,278.755,30,WAYPOINT
945258,329.589,376.764,30,WAYPOINT
945260,319.994,402.044,30,WAYPOINT
945300,475.161,39.1938,30,WAYPOINT
945341,71.5092,113.353,30,WAYPOINT
945359,243.086,68.6713,30,WAYPOINT
945399,350.993,456.767,30,WAYPOINT
945443,195.188,43.9323,30,WAYPOINT
945489,310.733,486.188,30,WAYPOINT
945522,191.876,172.008,30,WAYPOINT
945540,264.527,334.29,30,WAYPOINT
945576,494.763,59.7904,30,WAYPOINT
945602,261.196,170.281,30,WAYPOINT
